Entity,Code,Year,"Homicide rate per 100,000 population - Female - All ages"
Afghanistan,AFG,2018,1.4390535
Afghanistan,AFG,2019,1.274152
Africa (UN),,2000,4.896529
Africa (UN),,2001,4.8821993
Africa (UN),,2002,4.873816
Africa (UN),,2003,4.742347
Africa (UN),,2004,4.653395
Africa (UN),,2005,4.5973587
Africa (UN),,2006,4.56095
Africa (UN),,2007,4.516514
Africa (UN),,2008,4.438249
Africa (UN),,2009,4.551408
Africa (UN),,2010,4.585107
Africa (UN),,2011,4.5198946
Africa (UN),,2012,4.509749
Africa (UN),,2013,4.52926
Africa (UN),,2014,4.550145
Africa (UN),,2015,4.570774
Africa (UN),,2016,4.5470304
Africa (UN),,2017,4.527069
Africa (UN),,2018,4.465843
Africa (UN),,2019,4.4223237
Africa (UN),,2020,4.4011393
Africa (UN),,2021,4.581525
Albania,ALB,1992,0.8572186
Albania,ALB,1993,0.9772813
Albania,ALB,1994,0.7320633
Albania,ALB,1995,1.5858861
Albania,ALB,1996,1.709849
Albania,ALB,1997,10.839451
Albania,ALB,1998,5.3520083
Albania,ALB,1999,4.0221853
Albania,ALB,2000,0.81025714
Albania,ALB,2001,2.4518077
Albania,ALB,2002,2.476082
Albania,ALB,2003,1.3475143
Albania,ALB,2004,1.2326849
Albania,ALB,2005,1.3777657
Albania,ALB,2006,1.5258485
Albania,ALB,2007,1.609188
Albania,ALB,2008,1.2863678
Albania,ALB,2009,0.47798258
Albania,ALB,2010,0.75637895
Albania,ALB,2011,1.2441598
Albania,ALB,2012,1.8032733
Albania,ALB,2013,1.3899463
Albania,ALB,2014,0.8348578
Albania,ALB,2015,1.1136644
Albania,ALB,2016,1.1835152
Albania,ALB,2017,0.9051787
Albania,ALB,2018,1.0447109
Albania,ALB,2019,0.9057984
Albania,ALB,2020,0.6280173
Albania,ALB,2021,0.8398921
Algeria,DZA,2012,0.28470418
Algeria,DZA,2013,0.20934504
Algeria,DZA,2014,0.44979757
Algeria,DZA,2015,0.3661507
Algeria,DZA,2016,0.37911308
Algeria,DZA,2017,0.27756804
Algeria,DZA,2018,0.41819835
Algeria,DZA,2019,0.41053125
Algeria,DZA,2020,0.57226574
Algeria,DZA,2021,0.7379827
American Samoa,ASM,2016,0
American Samoa,ASM,2017,4.0383644
American Samoa,ASM,2018,4.1169205
American Samoa,ASM,2019,0
Americas (UN),,2000,3.2988179
Americas (UN),,2001,3.5465481
Americas (UN),,2002,3.4828568
Americas (UN),,2003,3.3804183
Americas (UN),,2004,3.2055676
Americas (UN),,2005,3.1654685
Americas (UN),,2006,3.1282773
Americas (UN),,2007,3.0198183
Americas (UN),,2008,3.1185722
Americas (UN),,2009,3.3550196
Americas (UN),,2010,3.4038317
Americas (UN),,2011,3.50171
Americas (UN),,2012,3.5072324
Americas (UN),,2013,3.3927472
Americas (UN),,2014,3.330867
Americas (UN),,2015,3.2711084
Americas (UN),,2016,3.4462934
Americas (UN),,2017,3.611648
Americas (UN),,2018,3.5024092
Americas (UN),,2019,3.2841473
Americas (UN),,2020,3.282308
Americas (UN),,2021,3.351651
Andorra,AND,2007,0
Andorra,AND,2008,2.7127104
Andorra,AND,2009,0
Andorra,AND,2010,0
Andorra,AND,2011,0
Andorra,AND,2012,0
Andorra,AND,2013,0
Andorra,AND,2014,0
Andorra,AND,2015,0
Anguilla,AIA,1991,0
Anguilla,AIA,1993,21.746222
Anguilla,AIA,2000,0
Anguilla,AIA,2008,0
Anguilla,AIA,2009,0
Anguilla,AIA,2013,0
Antigua and Barbuda,ATG,1990,3.0456235
Antigua and Barbuda,ATG,1991,6.07598
Antigua and Barbuda,ATG,1992,2.9862335
Antigua and Barbuda,ATG,1993,0
Antigua and Barbuda,ATG,1994,2.8593078
Antigua and Barbuda,ATG,1995,5.589871
Antigua and Barbuda,ATG,1996,2.7302263
Antigua and Barbuda,ATG,1997,0
Antigua and Barbuda,ATG,2001,1.9259791
Antigua and Barbuda,ATG,2002,3.056683
Antigua and Barbuda,ATG,2008,11.393804
Antigua and Barbuda,ATG,2015,2.1237059
Antigua and Barbuda,ATG,2016,4.2204776
Antigua and Barbuda,ATG,2017,4.196523
Antigua and Barbuda,ATG,2018,6.2617407
Antigua and Barbuda,ATG,2019,2.076606
Antigua and Barbuda,ATG,2020,2.0648997
Antigua and Barbuda,ATG,2021,10.265149
Argentina,ARG,2015,1.7707825
Argentina,ARG,2017,1.8337847
Argentina,ARG,2018,1.7657576
Argentina,ARG,2019,1.805937
Argentina,ARG,2020,1.6315559
Argentina,ARG,2021,1.3472174
Armenia,ARM,1990,1.2407959
Armenia,ARM,1991,1.5937531
Armenia,ARM,1993,2.9994042
Armenia,ARM,1994,1.3928211
Armenia,ARM,1995,1.0967488
Armenia,ARM,1996,1.3285398
Armenia,ARM,1997,1.2593378
Armenia,ARM,1998,0.9090192
Armenia,ARM,1999,1.1415657
Armenia,ARM,2000,1.545975
Armenia,ARM,2001,1.1094686
Armenia,ARM,2002,1.1909264
Armenia,ARM,2003,0.6634455
Armenia,ARM,2004,1.3498544
Armenia,ARM,2005,0.67771107
Armenia,ARM,2006,1.6093382
Armenia,ARM,2007,0.8087592
Armenia,ARM,2008,1.6476126
Armenia,ARM,2009,1.5691227
Armenia,ARM,2010,0.6300314
Armenia,ARM,2011,1.201464
Armenia,ARM,2012,1.2051723
Armenia,ARM,2013,1.2085034
Armenia,ARM,2014,1.2748752
Armenia,ARM,2015,1.3414549
Armenia,ARM,2016,0.8965925
Armenia,ARM,2017,0.7065324
Armenia,ARM,2018,0.70896274
Armenia,ARM,2019,0.6469
Armenia,ARM,2020,1.038896
Armenia,ARM,2021,0.9123642
Aruba,ABW,1990,0
Aruba,ABW,1995,0
Aruba,ABW,1999,2.219731
Aruba,ABW,2001,4.239264
Aruba,ABW,2002,2.0906725
Aruba,ABW,2003,2.0672262
Aruba,ABW,2004,0
Aruba,ABW,2005,2.0237179
Aruba,ABW,2006,1.9993802
Aruba,ABW,2007,0
Aruba,ABW,2008,1.9503822
Aruba,ABW,2009,1.9260587
Aruba,ABW,2010,0
Aruba,ABW,2011,0
Aruba,ABW,2012,1.8698754
Aruba,ABW,2013,1.8534651
Aruba,ABW,2014,0
Asia (UN),,2000,1.9798492
Asia (UN),,2001,1.9430233
Asia (UN),,2002,1.8694957
Asia (UN),,2003,1.8208758
Asia (UN),,2004,1.8720964
Asia (UN),,2005,1.7616504
Asia (UN),,2006,1.7185158
Asia (UN),,2007,1.7371639
Asia (UN),,2008,1.7196202
Asia (UN),,2009,1.7798702
Asia (UN),,2010,1.6983248
Asia (UN),,2011,1.7490569
Asia (UN),,2012,1.7374896
Asia (UN),,2013,1.6951205
Asia (UN),,2014,1.6796373
Asia (UN),,2015,1.5152481
Asia (UN),,2016,1.520485
Asia (UN),,2017,1.453179
Asia (UN),,2018,1.4228587
Asia (UN),,2019,1.4221421
Asia (UN),,2020,1.3702958
Asia (UN),,2021,1.4584241
Australia,AUS,1990,1.614696
Australia,AUS,1991,1.6507348
Australia,AUS,1992,1.3350888
Australia,AUS,1993,1.3385304
Australia,AUS,1994,1.2850443
Australia,AUS,1995,1.5451862
Australia,AUS,1996,1.2329849
Australia,AUS,1997,1.3142613
Australia,AUS,1998,1.1367058
Australia,AUS,1999,1.3051562
Australia,AUS,2000,1.4200563
Australia,AUS,2001,1.1965946
Australia,AUS,2002,1.234778
Australia,AUS,2003,0.97109926
Australia,AUS,2004,0.9221725
Australia,AUS,2005,0.92911583
Australia,AUS,2006,0.9015768
Australia,AUS,2007,0.814531
Australia,AUS,2008,0.94590175
Australia,AUS,2009,0.70007074
Australia,AUS,2010,0.85007226
Australia,AUS,2011,0.80145836
Australia,AUS,2012,0.72689444
Australia,AUS,2013,0.8092712
Australia,AUS,2014,0.79633987
Australia,AUS,2015,0.7088958
Australia,AUS,2016,0.6563801
Australia,AUS,2017,0.50840986
Australia,AUS,2018,0.66724473
Australia,AUS,2019,0.5321542
Australia,AUS,2020,0.572231
Australia,AUS,2021,0.37538284
Austria,AUT,1990,0.9960134
Austria,AUT,1991,1.1605209
Austria,AUT,1992,1.0499792
Austria,AUT,1993,0.84705675
Austria,AUT,1994,1.2756425
Austria,AUT,1995,0.925496
Austria,AUT,1996,1.2271076
Austria,AUT,1997,0.9051615
Austria,AUT,1998,0.8207029
Austria,AUT,1999,0.76920205
Austria,AUT,2000,1.2952437
Austria,AUT,2001,1.0084977
Austria,AUT,2002,0.9054121
Austria,AUT,2003,0.55997646
Austria,AUT,2004,0.75943637
Austria,AUT,2005,0.571906
Austria,AUT,2006,0.68615943
Austria,AUT,2007,0.56894904
Austria,AUT,2008,0.6788955
Austria,AUT,2009,0.6571945
Austria,AUT,2010,0.76914334
Austria,AUT,2011,0.8134101
Austria,AUT,2012,0.8798554
Austria,AUT,2013,0.6681781
Austria,AUT,2014,0.5036293
Austria,AUT,2015,0.3858364
Austria,AUT,2016,0.69756716
Austria,AUT,2017,0.8273684
Austria,AUT,2018,0.97936434
Austria,AUT,2019,0.88652647
Austria,AUT,2020,0.817693
Austria,AUT,2021,0.88281286
Azerbaijan,AZE,2010,1.3161298
Azerbaijan,AZE,2011,1.5730288
Azerbaijan,AZE,2012,1.2014549
Azerbaijan,AZE,2013,1.4319787
Azerbaijan,AZE,2014,1.7581288
Azerbaijan,AZE,2015,1.4382771
Azerbaijan,AZE,2016,1.4031631
Azerbaijan,AZE,2017,1.4885067
Azerbaijan,AZE,2018,1.2635783
Azerbaijan,AZE,2019,1.1579306
Azerbaijan,AZE,2020,1.5171098
Azerbaijan,AZE,2021,1.3208866
Bahamas,BHS,1993,4.091695
Bahamas,BHS,1994,3.7220275
Bahamas,BHS,1995,4.368577
Bahamas,BHS,1996,4.8014297
Bahamas,BHS,1997,4.33021
Bahamas,BHS,2000,9.898212
Bahamas,BHS,2001,3.0593731
Bahamas,BHS,2002,7.1529465
Bahamas,BHS,2003,3.4578943
Bahamas,BHS,2004,1.1360699
Bahamas,BHS,2005,4.478581
Bahamas,BHS,2006,2.7578294
Bahamas,BHS,2007,4.345689
Bahamas,BHS,2008,3.743916
Bahamas,BHS,2009,5.26586
Bahamas,BHS,2010,6.7415323
Bahamas,BHS,2011,8.184269
Bahamas,BHS,2012,5.055369
Bahamas,BHS,2013,7.5058923
Bahamas,BHS,2014,5.450361
Bahamas,BHS,2015,7.849159
Bahamas,BHS,2016,3.4024186
Bahamas,BHS,2017,2.8911622
Bahamas,BHS,2018,1.4336883
Bahamas,BHS,2019,2.846023
Bahamas,BHS,2020,5.1895237
Bahamas,BHS,2021,2.8185158
Bahrain,BHR,2010,0.2175592
Bahrain,BHR,2011,0.21821292
Bahrain,BHR,2012,0.21762028
Bahrain,BHR,2013,0.21078813
Bahrain,BHR,2014,0
Bahrain,BHR,2015,0
Bahrain,BHR,2016,0.18774566
Bahrain,BHR,2017,0.18360853
Bahrain,BHR,2018,0
Bahrain,BHR,2019,0.17832337
Bahrain,BHR,2020,0
Bahrain,BHR,2021,0.18030493
Barbados,BRB,1990,8.186199
Barbados,BRB,1991,6.6854105
Barbados,BRB,1992,2.9611206
Barbados,BRB,1993,3.6887982
Barbados,BRB,1994,4.4122515
Barbados,BRB,1995,3.666845
Barbados,BRB,2000,3.628526
Barbados,BRB,2001,3.2298405
Barbados,BRB,2002,5.4016876
Barbados,BRB,2003,7.8875947
Barbados,BRB,2004,0.6282954
Barbados,BRB,2005,6.5111694
Barbados,BRB,2006,1.0774556
Barbados,BRB,2007,4.229865
Barbados,BRB,2008,2.8063874
Barbados,BRB,2009,2.094994
Barbados,BRB,2010,5.5683355
Barbados,BRB,2011,1.3890095
Barbados,BRB,2012,1.3861696
Barbados,BRB,2013,4.84223
Barbados,BRB,2014,2.0714798
Barbados,BRB,2015,2.0679173
Barbados,BRB,2016,1.3763251
Barbados,BRB,2017,1.3741691
Barbados,BRB,2018,2.7443876
Barbados,BRB,2019,3.4256666
Barbados,BRB,2020,2.052475
Barbados,BRB,2021,4.099313
Belarus,BLR,2007,4.206463
Belarus,BLR,2008,3.4871786
Belarus,BLR,2009,3.7829063
Belarus,BLR,2010,2.6037803
Belarus,BLR,2011,2.2438657
Belarus,BLR,2012,2.4183197
Belarus,BLR,2013,1.9770054
Belarus,BLR,2014,2.2256913
Belarus,BLR,2015,2.2239904
Belarus,BLR,2016,2.0306602
Belarus,BLR,2017,1.8005798
Belarus,BLR,2018,1.6106627
Belarus,BLR,2019,1.6710591
Belgium,BEL,2000,1.5887483
Belgium,BEL,2001,1.9518354
Belgium,BEL,2002,2.4971242
Belgium,BEL,2003,1.7734977
Belgium,BEL,2004,2.368412
Belgium,BEL,2005,1.7168846
Belgium,BEL,2006,1.625081
Belgium,BEL,2007,1.6066718
Belgium,BEL,2008,1.3040936
Belgium,BEL,2009,1.3826572
Belgium,BEL,2010,1.2526442
Belgium,BEL,2011,1.6542735
Belgium,BEL,2012,1.3755369
Belgium,BEL,2013,1.7479602
Belgium,BEL,2014,1.4258692
Belgium,BEL,2015,1.8367728
Belgium,BEL,2016,1.1658177
Belgium,BEL,2017,1.5924239
Belgium,BEL,2018,1.2574096
Belgium,BEL,2019,0.94296193
Belgium,BEL,2021,0.18718387
Belize,BLZ,2004,10.357903
Belize,BLZ,2009,5.7352786
Belize,BLZ,2010,10.023154
Belize,BLZ,2011,7.298915
Belize,BLZ,2012,8.333929
Belize,BLZ,2013,5.8268266
Belize,BLZ,2014,6.8464427
Belize,BLZ,2015,5.0305886
Belize,BLZ,2016,8.218525
Belize,BLZ,2017,5.91061
Belize,BLZ,2018,10.015445
Belize,BLZ,2019,8.801404
Belize,BLZ,2020,5.6090827
Belize,BLZ,2021,5.5331855
Bermuda,BMU,1990,0
Bermuda,BMU,1991,0
Bermuda,BMU,1992,3.3744454
Bermuda,BMU,1996,3.2745016
Bermuda,BMU,2004,3.1070375
Bermuda,BMU,2005,0
Bermuda,BMU,2009,3.0728574
Bermuda,BMU,2010,0
Bermuda,BMU,2011,6.128296
Bermuda,BMU,2012,0
Bermuda,BMU,2013,0
Bermuda,BMU,2014,3.0719607
Bermuda,BMU,2015,0
Bermuda,BMU,2016,0
Bermuda,BMU,2017,0
Bermuda,BMU,2019,0
Bhutan,BTN,2015,0.5745674
Bhutan,BTN,2016,1.139189
Bhutan,BTN,2017,1.129044
Bhutan,BTN,2018,0.55949223
Bhutan,BTN,2019,0.55500674
Bhutan,BTN,2020,1.3770368
Bolivia,BOL,2008,2.80146
Bolivia,BOL,2015,3.5017836
Bolivia,BOL,2016,3.8933458
Bolivia,BOL,2017,4.272904
Bolivia,BOL,2018,3.7581065
Bolivia,BOL,2019,3.3441854
Bolivia,BOL,2020,2.5740733
Bolivia,BOL,2021,2.9065301
Bosnia and Herzegovina,BIH,1990,0.70580363
Bosnia and Herzegovina,BIH,2000,0.9342843
Bosnia and Herzegovina,BIH,2001,1.349809
Bosnia and Herzegovina,BIH,2002,1.1629908
Bosnia and Herzegovina,BIH,2009,0.75531155
Bosnia and Herzegovina,BIH,2010,0.5123409
Bosnia and Herzegovina,BIH,2011,0.83464444
Bosnia and Herzegovina,BIH,2012,1.2753303
Bosnia and Herzegovina,BIH,2013,0.75597626
Bosnia and Herzegovina,BIH,2014,0.6024634
Bosnia and Herzegovina,BIH,2015,1.0003299
Bosnia and Herzegovina,BIH,2016,0.84510994
Bosnia and Herzegovina,BIH,2017,0.570775
Bosnia and Herzegovina,BIH,2018,0.4624565
Bosnia and Herzegovina,BIH,2019,0.585409
Bosnia and Herzegovina,BIH,2020,0.29663855
Bosnia and Herzegovina,BIH,2021,0.42148983
Botswana,BWA,2020,8.839306
Botswana,BWA,2021,7.629581
Brazil,BRA,1990,3.1281905
Brazil,BRA,1991,3.2423031
Brazil,BRA,1992,2.7997725
Brazil,BRA,1993,3.014979
Brazil,BRA,1994,3.2108176
Brazil,BRA,1995,3.702216
Brazil,BRA,1996,4.4011707
Brazil,BRA,1997,4.222313
Brazil,BRA,1998,4.0619187
Brazil,BRA,1999,4.0409184
